,SameHand,SameFinger,SameKey,Reach,Hurdle,Press_L_Little,Press_L_Ring,Press_L_Middle,Press_L_Index,Press_R_Little,Press_R_Ring,Press_R_Middle,Press_R_Index,Dist_L_Little,Dist_L_Ring,Dist_L_Middle,Dist_L_Index,Dist_R_Little,Dist_R_Ring,Dist_R_Middle,Dist_R_Index,Frequency,Keyboard
bQ,1,0,0,1,1,1,0,0,0,1,0,0,0,1.9208170383762733,0.0,0.0,3.4078108255508943,4.913,0.0,0.0,0.0,0,CRULP
b2,1,0,0,1,1,0,1,0,0,0,0,0,0,0.0,3.975162683964177,0.0,3.4078108255508943,0.0,0.0,0.0,0.0,0,CRULP
bT,1,1,0,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,4.013162683964177,4.913,0.0,0.0,0.0,2856,CRULP
b7,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,3.4078108255508943,0.0,0.0,0.0,3.975162683964177,0,CRULP
bI,0,0,0,1,0,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,3.4078108255508943,0.0,0.0,1.9208170383762733,0.0,0,CRULP
"b""",0,0,0,0,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,3.4078108255508943,1.913,0.0,0.0,0.0,861,CRULP
b_,0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,3.4078108255508943,3.8110127219504575,0.0,0.0,0.0,0,CRULP
bq,1,0,0,1,1,1,0,0,0,0,0,0,0,1.9208170383762733,0.0,0.0,3.4078108255508943,0.0,0.0,0.0,0.0,8738,CRULP
bl,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,3.4078108255508943,0.0,0.038,0.0,0.0,40203,CRULP
bf,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.445810825550894,0.0,0.0,0.0,0.0,1643,CRULP
b;,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,3.4078108255508943,0.038,0.0,0.0,0.0,4,CRULP
bi,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,3.4078108255508943,0.0,0.0,1.9208170383762733,0.0,72022,CRULP
b6,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,3.4078108255508943,0.0,0.0,0.0,4.916332194510744,0,CRULP
bp,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,3.4078108255508943,1.9208170383762733,0.0,0.0,0.0,6133,CRULP
bc,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,2.1287534527055074,3.4078108255508943,0.0,0.0,0.0,0.0,14397,CRULP
"b,",0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,3.4078108255508943,0.0,0.0,2.1287534527055074,0.0,2033,CRULP
bV,1,1,0,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1.951,4.913,0.0,0.0,0.0,342,CRULP
b9,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,3.4078108255508943,0.0,3.9833295172900325,0.0,0.0,0,CRULP
bJ,0,0,0,0,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,3.4078108255508943,0.0,0.0,0.0,0.038,1476,CRULP
bN,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,3.4078108255508943,0.0,0.0,0.0,2.139933633585989,2,CRULP
b3,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,3.975162683964177,3.4078108255508943,0.0,0.0,0.0,0.0,0,CRULP
be,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,1.9208170383762733,3.4078108255508943,0.0,0.0,0.0,0.0,27670,CRULP
b(,0,0,0,1,0,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,3.4078108255508943,0.0,3.9833295172900325,0.0,0.0,20,CRULP
bu,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,3.4078108255508943,0.0,0.0,0.0,1.9208170383762733,4,CRULP
b\,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,3.4078108255508943,6.05448776280647,0.0,0.0,0.0,0,CRULP
b',0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,3.4078108255508943,1.913,0.0,0.0,0.0,114,CRULP
bG,1,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2.1667534527055072,4.913,0.0,0.0,0.0,4244,CRULP
bw,1,0,0,1,1,0,1,0,0,0,0,0,0,0.0,1.9208170383762733,0.0,3.4078108255508943,0.0,0.0,0.0,0.0,42096,CRULP
br,1,1,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,4.954332194510744,0.0,0.0,0.0,0.0,65328,CRULP
bx,1,0,0,1,1,0,1,0,0,0,0,0,0,0.0,2.1287534527055074,0.0,3.4078108255508943,0.0,0.0,0.0,0.0,4874,CRULP
bH,0,0,0,0,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,3.4078108255508943,0.0,0.0,0.0,1.913,215519,CRULP
bF,1,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,3.445810825550894,4.913,0.0,0.0,0.0,0,CRULP
b#,1,0,0,1,1,0,0,1,0,1,0,0,0,0.0,0.0,3.975162683964177,3.4078108255508943,4.913,0.0,0.0,0.0,74,CRULP
b?,0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,3.4078108255508943,2.1287534527055074,0.0,0.0,0.0,3,CRULP
]b,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.4078108255508943,3.908723446592381,0.0,0.0,0.0,41,CRULP
]],1,1,1,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.076,0.0,0.0,0.0,15,CRULP
]a,0,0,0,0,0,1,0,0,0,0,0,0,0,0.038,0.0,0.0,0.0,3.908723446592381,0.0,0.0,0.0,97,CRULP
]K,1,0,0,0,0,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,3.908723446592381,0.0,0.038,0.0,10,CRULP
]j,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3.908723446592381,0.0,0.0,0.038,41,CRULP
]@,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,3.975162683964177,0.0,0.0,8.821723446592381,0.0,0.0,0.0,3,CRULP
]M,1,0,0,1,1,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,3.908723446592381,0.0,0.0,2.1287534527055074,0,CRULP
]{,1,1,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,1.951,0.0,0.0,0.0,0,CRULP
]~,0,0,0,1,0,1,0,0,0,1,0,0,0,4.916332194510744,0.0,0.0,0.0,8.821723446592381,0.0,0.0,0.0,0,CRULP
]y,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3.908723446592381,0.0,0.0,2.9316352569043667,0,CRULP
]5,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.80711793394688,3.908723446592381,0.0,0.0,0.0,0,CRULP
]:,1,1,0,0,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,3.946723446592381,0.0,0.0,0.0,1,CRULP
]D,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.038,0.0,8.821723446592381,0.0,0.0,0.0,3,CRULP
]`,0,0,0,1,0,1,0,0,0,0,0,0,0,4.916332194510744,0.0,0.0,0.0,3.908723446592381,0.0,0.0,0.0,0,CRULP
]1,0,0,0,1,0,1,0,0,0,0,0,0,0,3.975162683964177,0.0,0.0,0.0,3.908723446592381,0.0,0.0,0.0,0,CRULP
]Y,1,0,0,1,1,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,3.908723446592381,0.0,0.0,2.9316352569043667,0,CRULP
]C,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,2.1287534527055074,0.0,8.821723446592381,0.0,0.0,0.0,0,CRULP
]},1,1,1,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0,CRULP
]),1,1,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,5.112988187399292,0.0,0.0,0.0,0,CRULP
]<,1,0,0,1,1,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,3.908723446592381,0.0,2.1287534527055074,0.0,0,CRULP
]-,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.445810825550894,0.0,0.0,0.0,0,CRULP
]W,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,1.9208170383762733,0.0,0.0,8.821723446592381,0.0,0.0,0.0,0,CRULP
]%,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,3.80711793394688,8.821723446592381,0.0,0.0,0.0,4,CRULP
]>,1,0,0,1,1,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,3.908723446592381,2.1287534527055074,0.0,0.0,0,CRULP
]=,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2.416005341874244,0.0,0.0,0.0,0,CRULP
]^,1,0,0,1,1,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,3.908723446592381,0.0,0.0,4.916332194510744,3,CRULP
]k,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3.908723446592381,0.0,0.038,0.0,13,CRULP
]0,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,5.112988187399292,0.0,0.0,0.0,0,CRULP
]R,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1.9208170383762733,8.821723446592381,0.0,0.0,0.0,0,CRULP
].,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,3.908723446592381,2.1287534527055074,0.0,0.0,0,CRULP
]d,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.038,0.0,3.908723446592381,0.0,0.0,0.0,13,CRULP
]A,0,0,0,0,0,1,0,0,0,1,0,0,0,0.038,0.0,0.0,0.0,8.821723446592381,0.0,0.0,0.0,82,CRULP
]$,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,3.975162683964177,8.821723446592381,0.0,0.0,0.0,1,CRULP
]L,1,0,0,0,0,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,3.908723446592381,0.038,0.0,0.0,0,CRULP
]X,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,2.1287534527055074,0.0,0.0,8.821723446592381,0.0,0.0,0.0,0,CRULP
]/,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.548275707064582,0.0,0.0,0.0,19,CRULP
]m,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3.908723446592381,0.0,0.0,2.1287534527055074,125,CRULP
]o,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,3.908723446592381,1.9208170383762733,0.0,0.0,9,CRULP
]U,1,0,0,1,1,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,3.908723446592381,0.0,0.0,1.9208170383762733,0,CRULP
]&,1,0,0,1,1,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,3.908723446592381,0.0,0.0,3.975162683964177,0,CRULP
]g,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.913,3.908723446592381,0.0,0.0,0.0,41,CRULP
]4,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.975162683964177,3.908723446592381,0.0,0.0,0.0,0,CRULP
][,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.951,0.0,0.0,0.0,0,CRULP
]n,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3.908723446592381,0.0,0.0,2.139933633585989,14,CRULP
]O,1,0,0,1,1,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,3.908723446592381,1.9208170383762733,0.0,0.0,0,CRULP
]8,1,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3.908723446592381,0.0,3.975162683964177,0.0,0,CRULP
]|,1,1,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,2.401,0.0,0.0,0.0,0,CRULP
]+,1,1,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,2.416005341874244,0.0,0.0,0.0,0,CRULP
]t,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.435524765252697,3.908723446592381,0.0,0.0,0.0,32,CRULP
]*,1,0,0,1,1,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,3.908723446592381,0.0,3.975162683964177,0.0,0,CRULP
]h,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3.908723446592381,0.0,0.0,1.913,9,CRULP
]z,0,0,0,1,0,1,0,0,0,0,0,0,0,2.1287534527055074,0.0,0.0,0.0,3.908723446592381,0.0,0.0,0.0,8,CRULP
]B,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,3.4078108255508943,8.821723446592381,0.0,0.0,0.0,0,CRULP
]P,1,1,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,3.8259999999999996,0.0,0.0,0.0,0,CRULP
]Z,0,0,0,1,0,1,0,0,0,1,0,0,0,2.1287534527055074,0.0,0.0,0.0,8.821723446592381,0.0,0.0,0.0,3,CRULP
]v,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.1287534527055074,3.908723446592381,0.0,0.0,0.0,4,CRULP
]E,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,1.9208170383762733,0.0,8.821723446592381,0.0,0.0,0.0,0,CRULP
]s,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.038,0.0,0.0,3.908723446592381,0.0,0.0,0.0,12,CRULP
]S,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.038,0.0,0.0,8.821723446592381,0.0,0.0,0.0,21,CRULP
]!,0,0,0,1,0,1,0,0,0,1,0,0,0,3.975162683964177,0.0,0.0,0.0,8.821723446592381,0.0,0.0,0.0,4,CRULP
]Q,0,0,0,1,0,1,0,0,0,1,0,0,0,1.9208170383762733,0.0,0.0,0.0,8.821723446592381,0.0,0.0,0.0,0,CRULP
]2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,3.975162683964177,0.0,0.0,3.908723446592381,0.0,0.0,0.0,0,CRULP
]T,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2.435524765252697,8.821723446592381,0.0,0.0,0.0,1,CRULP
]7,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3.908723446592381,0.0,0.0,3.975162683964177,0,CRULP
]I,1,0,0,1,1,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,3.908723446592381,0.0,1.9208170383762733,0.0,0,CRULP
"]""",1,1,0,0,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,2.4735247652526966,0.0,0.0,0.0,3,CRULP
]_,1,1,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,3.445810825550894,0.0,0.0,0.0,0,CRULP
]q,0,0,0,1,0,1,0,0,0,0,0,0,0,1.9208170383762733,0.0,0.0,0.0,3.908723446592381,0.0,0.0,0.0,4,CRULP
]l,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,3.908723446592381,0.038,0.0,0.0,12,CRULP
]f,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.038,3.908723446592381,0.0,0.0,0.0,17,CRULP
];,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.946723446592381,0.0,0.0,0.0,0,CRULP
]i,1,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3.908723446592381,0.0,1.9208170383762733,0.0,43,CRULP
]6,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3.908723446592381,0.0,0.0,4.916332194510744,0,CRULP
]p,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.8259999999999996,0.0,0.0,0.0,18,CRULP
]c,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,2.1287534527055074,0.0,3.908723446592381,0.0,0.0,0.0,8,CRULP
"],",1,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3.908723446592381,0.0,2.1287534527055074,0.0,0,CRULP
]V,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2.1287534527055074,8.821723446592381,0.0,0.0,0.0,0,CRULP
]9,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,3.908723446592381,3.9833295172900325,0.0,0.0,0,CRULP
]J,1,0,0,0,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,3.908723446592381,0.0,0.0,0.038,0,CRULP
]N,1,0,0,1,1,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,3.908723446592381,0.0,0.0,2.139933633585989,0,CRULP
]3,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,3.975162683964177,0.0,3.908723446592381,0.0,0.0,0.0,0,CRULP
]e,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,1.9208170383762733,0.0,3.908723446592381,0.0,0.0,0.0,18,CRULP
](,1,0,0,1,1,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,3.908723446592381,3.9833295172900325,0.0,0.0,0,CRULP
]u,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3.908723446592381,0.0,0.0,1.9208170383762733,0,CRULP
