,Distance,SameHand,SameKey,SameFinger,Reach,Hurde,Frequency
(^,0.0,True,False,False,True,False,452.0
({,0.0,True,False,False,True,True,
(x,0.0,False,False,False,True,False,298.0
(*,0.0,True,False,False,True,False,515.0
(J,0.0,True,False,False,True,True,
([,0.0,True,False,False,True,True,8.0
(6,0.0,True,False,False,True,False,
(P,0.0,True,False,False,True,True,
(|,0.0,True,False,False,True,True,10.0
(z,0.0,False,False,False,True,False,6.0
(V,0.0,False,False,False,True,False,1.0
(_,0.0,True,False,False,True,False,
(T,0.0,False,False,False,True,True,45.0
(R,0.0,False,False,False,True,True,
(%,0.0,False,False,False,True,False,391.0
(?,0.0,True,False,False,True,False,
(u,0.0,True,False,False,True,True,
(n,0.0,True,False,False,True,False,59.0
(G,0.0,False,False,False,True,True,4.0
(},0.0,True,False,False,True,True,
(&,0.0,True,False,False,True,False,492.0
(I,0.0,True,False,False,True,True,
(C,0.0,False,False,False,True,False,
(B,0.0,False,False,False,True,False,
(2,0.0,False,False,False,True,False,
(8,0.0,True,False,False,True,False,
(A,0.0,False,False,False,True,True,10.0
(j,0.0,True,False,False,True,True,98.0
(y,0.0,True,False,False,True,True,
(i,0.0,True,False,False,True,True,17.0
(c,0.0,False,False,False,True,False,7.0
(d,0.0,False,False,False,True,True,43.0
(h,0.0,True,False,False,True,True,11.0
(#,0.0,False,False,False,True,False,316.0
(Z,0.0,False,False,False,True,False,4.0
(9,0.0,True,True,True,True,False,
(@,0.0,False,False,False,True,False,396.0
(v,0.0,False,False,False,True,False,1.0
(<,0.0,True,False,False,True,False,
(q,0.0,False,False,False,True,True,13.0
(k,0.0,True,False,False,True,True,213.0
(S,0.0,False,False,False,True,True,147.0
(',0.0,True,False,False,True,True,
(b,0.0,False,False,False,True,False,633.0
(N,0.0,True,False,False,True,False,
(g,0.0,False,False,False,True,True,25.0
"(""",0.0,True,False,False,True,True,13.0
(M,0.0,True,False,False,True,False,
(=,0.0,True,False,False,True,False,
\K,0.0,True,False,False,True,True,
\(,0.0,True,False,False,True,True,
\+,0.0,True,False,True,True,True,
\],0.0,True,False,True,True,False,
\L,0.0,True,False,False,True,True,
\U,0.0,True,False,False,True,False,
\w,0.0,False,False,False,True,False,
\`,0.0,False,False,False,True,True,
\1,0.0,False,False,False,True,True,
\),0.0,True,False,True,True,True,
\e,0.0,False,False,False,True,False,
\s,0.0,False,False,False,True,True,3.0
\:,0.0,True,False,True,True,True,
\D,0.0,False,False,False,True,True,
"\,",0.0,True,False,False,True,False,
\3,0.0,False,False,False,True,True,
\l,0.0,True,False,False,True,True,
\7,0.0,True,False,False,True,True,
\!,0.0,False,False,False,True,True,
\p,0.0,True,False,True,True,False,
\>,0.0,True,False,False,True,False,
\~,0.0,False,False,False,True,True,
\O,0.0,True,False,False,True,False,
\5,0.0,False,False,False,True,True,
\0,0.0,True,False,True,True,True,
\r,0.0,False,False,False,True,False,
\4,0.0,False,False,False,True,True,
\-,0.0,True,False,True,True,True,
\a,0.0,False,False,False,True,True,3.0
\.,0.0,True,False,False,True,False,
\W,0.0,False,False,False,True,False,
\E,0.0,False,False,False,True,False,
\;,0.0,True,False,True,True,True,
\/,0.0,True,False,True,True,False,
\t,0.0,False,False,False,True,False,
\Q,0.0,False,False,False,True,False,
\F,0.0,False,False,False,True,True,
\m,0.0,True,False,False,True,False,
\f,0.0,False,False,False,True,True,
\X,0.0,False,False,False,True,False,
\o,0.0,True,False,False,True,False,
\Y,0.0,True,False,False,True,False,
\H,0.0,True,False,False,True,True,
\$,0.0,False,False,False,True,True,
\^,0.0,True,False,False,True,True,
\{,0.0,True,False,True,True,False,
\x,0.0,False,False,False,True,False,
\*,0.0,True,False,False,True,True,
\J,0.0,True,False,False,True,True,
\[,0.0,True,False,True,True,False,
\6,0.0,True,False,False,True,True,
\P,0.0,True,False,True,True,False,
\|,0.0,True,True,True,True,False,
\z,0.0,False,False,False,True,False,2.0
\V,0.0,False,False,False,True,False,
\_,0.0,True,False,True,True,True,
\T,0.0,False,False,False,True,False,
\R,0.0,False,False,False,True,False,
\%,0.0,False,False,False,True,True,
\?,0.0,True,False,True,True,False,
\u,0.0,True,False,False,True,False,
\n,0.0,True,False,False,True,False,
\G,0.0,False,False,False,True,True,
\},0.0,True,False,True,True,False,
\&,0.0,True,False,False,True,True,
\I,0.0,True,False,False,True,False,
\C,0.0,False,False,False,True,False,
\B,0.0,False,False,False,True,False,
\2,0.0,False,False,False,True,True,
\8,0.0,True,False,False,True,True,
\A,0.0,False,False,False,True,True,1.0
\j,0.0,True,False,False,True,True,
\y,0.0,True,False,False,True,False,
\i,0.0,True,False,False,True,False,
\c,0.0,False,False,False,True,False,
\d,0.0,False,False,False,True,True,
\h,0.0,True,False,False,True,True,
\#,0.0,False,False,False,True,True,
\Z,0.0,False,False,False,True,False,
\9,0.0,True,False,False,True,True,
\@,0.0,False,False,False,True,True,
\v,0.0,False,False,False,True,False,
\<,0.0,True,False,False,True,False,
\q,0.0,False,False,False,True,False,
\k,0.0,True,False,False,True,True,
\S,0.0,False,False,False,True,True,
\',0.0,True,False,True,True,True,
\b,0.0,False,False,False,True,False,
\N,0.0,True,False,False,True,False,
\g,0.0,False,False,False,True,True,
"\""",0.0,True,False,True,True,True,2.0
\M,0.0,True,False,False,True,False,
\=,0.0,True,False,True,True,True,
+K,0.0,True,False,False,True,True,5.0
+(,0.0,True,False,False,True,False,2.0
+\,0.0,True,False,True,True,True,
+],0.0,True,False,True,True,True,
+L,0.0,True,False,False,True,True,
+U,0.0,True,False,False,True,True,5.0
+w,0.0,False,False,False,True,True,4.0
+`,0.0,False,False,False,True,False,
+1,0.0,False,False,False,True,False,
+),0.0,True,False,True,True,False,3.0
+e,0.0,False,False,False,True,True,31.0
+s,0.0,False,False,False,True,True,24.0
+:,0.0,True,False,True,True,True,
+D,0.0,False,False,False,True,True,3.0
"+,",0.0,True,False,False,True,False,
+3,0.0,False,False,False,True,False,
+l,0.0,True,False,False,True,True,20.0
+7,0.0,True,False,False,True,False,
+!,0.0,False,False,False,True,False,4.0
+p,0.0,True,False,True,True,True,23.0
+>,0.0,True,False,False,True,False,
+~,0.0,False,False,False,True,False,
+O,0.0,True,False,False,True,True,
+5,0.0,False,False,False,True,False,
+0,0.0,True,False,True,True,False,
+r,0.0,False,False,False,True,True,16.0
+4,0.0,False,False,False,True,False,
+-,0.0,True,False,True,True,False,
+a,0.0,False,False,False,True,True,61.0
+.,0.0,True,False,False,True,False,
+W,0.0,False,False,False,True,True,
+E,0.0,False,False,False,True,True,
+;,0.0,True,False,True,True,True,1.0
+/,0.0,True,False,True,True,False,
+t,0.0,False,False,False,True,True,5.0
+Q,0.0,False,False,False,True,True,
+F,0.0,False,False,False,True,True,
+m,0.0,True,False,False,True,False,36.0
+f,0.0,False,False,False,True,True,19.0
+X,0.0,False,False,False,True,False,
+o,0.0,True,False,False,True,True,27.0
+Y,0.0,True,False,False,True,True,
+H,0.0,True,False,False,True,True,2.0
+$,0.0,False,False,False,True,False,3.0
+^,0.0,True,False,False,True,False,2.0
+{,0.0,True,False,True,True,True,
+x,0.0,False,False,False,True,False,9.0
+*,0.0,True,False,False,True,False,1.0
+J,0.0,True,False,False,True,True,
+[,0.0,True,False,True,True,True,
+6,0.0,True,False,False,True,False,
+P,0.0,True,False,True,True,True,
+|,0.0,True,False,True,True,True,
+z,0.0,False,False,False,True,False,6.0
+V,0.0,False,False,False,True,False,
+_,0.0,True,False,True,True,False,
+T,0.0,False,False,False,True,True,5.0
+R,0.0,False,False,False,True,True,
+%,0.0,False,False,False,True,False,4.0
+?,0.0,True,False,True,True,False,
+u,0.0,True,False,False,True,True,
+n,0.0,True,False,False,True,False,17.0
+G,0.0,False,False,False,True,True,1.0
+},0.0,True,False,True,True,True,
+&,0.0,True,False,False,True,False,
+I,0.0,True,False,False,True,True,
+C,0.0,False,False,False,True,False,
+B,0.0,False,False,False,True,False,
+2,0.0,False,False,False,True,False,
+8,0.0,True,False,False,True,False,
+A,0.0,False,False,False,True,True,12.0
+j,0.0,True,False,False,True,True,11.0
+y,0.0,True,False,False,True,True,4.0
+i,0.0,True,False,False,True,True,14.0
+c,0.0,False,False,False,True,False,11.0
+d,0.0,False,False,False,True,True,14.0
+h,0.0,True,False,False,True,True,2.0
+#,0.0,False,False,False,True,False,2.0
+Z,0.0,False,False,False,True,False,
+9,0.0,True,False,False,True,False,
+@,0.0,False,False,False,True,False,5.0
+v,0.0,False,False,False,True,False,1.0
+<,0.0,True,False,False,True,False,
+q,0.0,False,False,False,True,True,6.0
+k,0.0,True,False,False,True,True,20.0
+S,0.0,False,False,False,True,True,4.0
+',0.0,True,False,True,True,True,
+b,0.0,False,False,False,True,False,16.0
+N,0.0,True,False,False,True,False,
+g,0.0,False,False,False,True,True,9.0
"+""",0.0,True,False,True,True,True,3.0
+M,0.0,True,False,False,True,False,
+=,0.0,True,True,True,True,False,
]K,0.0,True,False,False,True,True,10.0
](,0.0,True,False,False,True,True,
]\,0.0,True,False,True,True,False,
]+,0.0,True,False,True,True,True,
]L,0.0,True,False,False,True,True,
]U,0.0,True,False,False,True,False,
]w,0.0,False,False,False,True,False,18.0
]`,0.0,False,False,False,True,True,
]1,0.0,False,False,False,True,True,
]),0.0,True,False,True,True,True,
]e,0.0,False,False,False,True,False,18.0
]s,0.0,False,False,False,True,True,12.0
]:,0.0,True,False,True,True,True,1.0
]D,0.0,False,False,False,True,True,3.0
"],",0.0,True,False,False,True,False,
]3,0.0,False,False,False,True,True,
]l,0.0,True,False,False,True,True,12.0
]7,0.0,True,False,False,True,True,
]!,0.0,False,False,False,True,True,4.0
]p,0.0,True,False,True,True,False,18.0
]>,0.0,True,False,False,True,False,
]~,0.0,False,False,False,True,True,
]O,0.0,True,False,False,True,False,
]5,0.0,False,False,False,True,True,
]0,0.0,True,False,True,True,True,
]r,0.0,False,False,False,True,False,87.0
]4,0.0,False,False,False,True,True,
]-,0.0,True,False,True,True,True,
]a,0.0,False,False,False,True,True,97.0
].,0.0,True,False,False,True,False,
]W,0.0,False,False,False,True,False,
]E,0.0,False,False,False,True,False,
];,0.0,True,False,True,True,True,
]/,0.0,True,False,True,True,False,19.0
]t,0.0,False,False,False,True,False,32.0
]Q,0.0,False,False,False,True,False,
]F,0.0,False,False,False,True,True,
]m,0.0,True,False,False,True,False,125.0
]f,0.0,False,False,False,True,True,17.0
]X,0.0,False,False,False,True,False,
]o,0.0,True,False,False,True,False,9.0
]Y,0.0,True,False,False,True,False,
]H,0.0,True,False,False,True,True,1.0
]$,0.0,False,False,False,True,True,1.0
]^,0.0,True,False,False,True,True,3.0
]{,0.0,True,False,True,True,False,
]x,0.0,False,False,False,True,False,6.0
]*,0.0,True,False,False,True,True,
]J,0.0,True,False,False,True,True,
][,0.0,True,False,True,True,False,
]6,0.0,True,False,False,True,True,
]P,0.0,True,False,True,True,False,
]|,0.0,True,False,True,True,False,
]z,0.0,False,False,False,True,False,8.0
]V,0.0,False,False,False,True,False,
]_,0.0,True,False,True,True,True,
]T,0.0,False,False,False,True,False,1.0
]R,0.0,False,False,False,True,False,
]%,0.0,False,False,False,True,True,4.0
]?,0.0,True,False,True,True,False,
]u,0.0,True,False,False,True,False,
]n,0.0,True,False,False,True,False,14.0
]G,0.0,False,False,False,True,True,3.0
]},0.0,True,True,True,True,False,
]&,0.0,True,False,False,True,True,
]I,0.0,True,False,False,True,False,
]C,0.0,False,False,False,True,False,
]B,0.0,False,False,False,True,False,
]2,0.0,False,False,False,True,True,
]8,0.0,True,False,False,True,True,
]A,0.0,False,False,False,True,True,82.0
]j,0.0,True,False,False,True,True,41.0
]y,0.0,True,False,False,True,False,
]i,0.0,True,False,False,True,False,43.0
]c,0.0,False,False,False,True,False,8.0
]d,0.0,False,False,False,True,True,13.0
]h,0.0,True,False,False,True,True,9.0
]#,0.0,False,False,False,True,True,1.0
]Z,0.0,False,False,False,True,False,3.0
]9,0.0,True,False,False,True,True,
]@,0.0,False,False,False,True,True,3.0
]v,0.0,False,False,False,True,False,4.0
]<,0.0,True,False,False,True,False,
]q,0.0,False,False,False,True,False,4.0
]k,0.0,True,False,False,True,True,13.0
]S,0.0,False,False,False,True,True,21.0
]',0.0,True,False,True,True,True,
]b,0.0,False,False,False,True,False,41.0
]N,0.0,True,False,False,True,False,
]g,0.0,False,False,False,True,True,41.0
"]""",0.0,True,False,True,True,True,3.0
]M,0.0,True,False,False,True,False,
]=,0.0,True,False,True,True,True,
LK,0.0,True,False,False,True,False,4.0
L(,0.0,True,False,True,True,True,3.0
L\,0.0,True,False,False,True,True,
L+,0.0,True,False,False,True,True,
L],0.0,True,False,False,True,True,11.0
LU,0.0,True,False,False,True,True,
Lw,0.0,False,False,False,True,True,4.0
L`,0.0,False,False,False,True,True,
L1,0.0,False,False,False,True,True,
L),0.0,True,False,False,True,True,
Le,0.0,False,False,False,True,True,16.0
Ls,0.0,False,False,False,True,False,13.0
L:,0.0,True,False,False,True,False,
LD,0.0,False,False,False,True,False,1.0
"L,",0.0,True,False,False,True,False,
L3,0.0,False,False,False,True,True,
Ll,0.0,True,True,True,True,False,15.0
L7,0.0,True,False,False,True,True,
L!,0.0,False,False,False,True,True,16.0
Lp,0.0,True,False,False,True,True,3.0
L>,0.0,True,False,True,True,False,
L~,0.0,False,False,False,True,True,
LO,0.0,True,False,True,True,True,
L5,0.0,False,False,False,True,True,
L0,0.0,True,False,False,True,True,
Lr,0.0,False,False,False,True,True,3.0
L4,0.0,False,False,False,True,True,
L-,0.0,True,False,False,True,True,
La,0.0,False,False,False,True,False,37.0
L.,0.0,True,False,True,True,False,1.0
LW,0.0,False,False,False,True,True,
LE,0.0,False,False,False,True,True,
L;,0.0,True,False,False,True,False,
L/,0.0,True,False,False,True,False,
Lt,0.0,False,False,False,True,True,2.0
LQ,0.0,False,False,False,True,True,
LF,0.0,False,False,False,True,False,
Lm,0.0,True,False,False,True,False,58.0
Lf,0.0,False,False,False,True,False,13.0
LX,0.0,False,False,False,True,False,
Lo,0.0,True,False,True,True,True,
LY,0.0,True,False,False,True,True,
LH,0.0,True,False,False,True,False,
L$,0.0,False,False,False,True,True,5.0
L^,0.0,True,False,False,True,True,3.0
L{,0.0,True,False,False,True,True,
Lx,0.0,False,False,False,True,False,13.0
L*,0.0,True,False,False,True,True,1.0
LJ,0.0,True,False,False,True,False,1.0
L[,0.0,True,False,False,True,True,
L6,0.0,True,False,False,True,True,
LP,0.0,True,False,False,True,True,
L|,0.0,True,False,False,True,True,
Lz,0.0,False,False,False,True,False,4.0
LV,0.0,False,False,False,True,False,
L_,0.0,True,False,False,True,True,
LT,0.0,False,False,False,True,True,
LR,0.0,False,False,False,True,True,
L%,0.0,False,False,False,True,True,5.0
L?,0.0,True,False,False,True,False,
Lu,0.0,True,False,False,True,True,
Ln,0.0,True,False,False,True,False,28.0
LG,0.0,False,False,False,True,False,1.0
L},0.0,True,False,False,True,True,
L&,0.0,True,False,False,True,True,4.0
LI,0.0,True,False,False,True,True,
LC,0.0,False,False,False,True,False,
LB,0.0,False,False,False,True,False,
L2,0.0,False,False,False,True,True,
L8,0.0,True,False,False,True,True,
LA,0.0,False,False,False,True,False,8.0
Lj,0.0,True,False,False,True,False,1.0
Ly,0.0,True,False,False,True,True,
Li,0.0,True,False,False,True,True,3.0
Lc,0.0,False,False,False,True,False,3.0
Ld,0.0,False,False,False,True,False,
Lh,0.0,True,False,False,True,False,2.0
L#,0.0,False,False,False,True,True,4.0
LZ,0.0,False,False,False,True,False,
L9,0.0,True,False,True,True,True,
L@,0.0,False,False,False,True,True,7.0
Lv,0.0,False,False,False,True,False,3.0
L<,0.0,True,False,False,True,False,
Lq,0.0,False,False,False,True,True,7.0
Lk,0.0,True,False,False,True,False,8.0
LS,0.0,False,False,False,True,False,3.0
L',0.0,True,False,False,True,False,
Lb,0.0,False,False,False,True,False,7.0
LN,0.0,True,False,False,True,False,
Lg,0.0,False,False,False,True,False,4.0
"L""",0.0,True,False,False,True,False,
LM,0.0,True,False,False,True,False,
L=,0.0,True,False,False,True,True,
UK,0.0,True,False,False,True,True,76.0
U(,0.0,True,False,False,True,True,
U\,0.0,True,False,False,True,False,
U+,0.0,True,False,False,True,True,
U],0.0,True,False,False,True,False,
UL,0.0,True,False,False,True,True,
Uw,0.0,False,False,False,True,False,421.0
U`,0.0,False,False,False,True,True,
U1,0.0,False,False,False,True,True,
U),0.0,True,False,False,True,True,
Ue,0.0,False,False,False,True,False,2042.0
Us,0.0,False,False,False,True,True,1192.0
U:,0.0,True,False,False,True,True,
UD,0.0,False,False,False,True,True,197.0
"U,",0.0,True,False,False,True,False,1.0
U3,0.0,False,False,False,True,True,
Ul,0.0,True,False,False,True,True,10391.0
U7,0.0,True,False,True,True,True,
U!,0.0,False,False,False,True,True,4.0
Up,0.0,True,False,False,True,False,3238.0
U>,0.0,True,False,False,True,False,
U~,0.0,False,False,False,True,True,
UO,0.0,True,False,False,True,False,
U5,0.0,False,False,False,True,True,
U0,0.0,True,False,False,True,True,
Ur,0.0,False,False,False,True,False,7939.0
U4,0.0,False,False,False,True,True,
U-,0.0,True,False,False,True,True,9.0
Ua,0.0,False,False,False,True,True,138.0
U.,0.0,True,False,False,True,False,16.0
UW,0.0,False,False,False,True,False,
UE,0.0,False,False,False,True,False,
U;,0.0,True,False,False,True,True,
U/,0.0,True,False,False,True,False,
Ut,0.0,False,False,False,True,False,339.0
UQ,0.0,False,False,False,True,False,
UF,0.0,False,False,False,True,True,
Um,0.0,True,False,True,True,False,4894.0
Uf,0.0,False,False,False,True,True,667.0
UX,0.0,False,False,False,True,False,
Uo,0.0,True,False,False,True,False,334.0
UY,0.0,True,False,True,True,False,
UH,0.0,True,False,True,True,True,20.0
U$,0.0,False,False,False,True,True,1.0
U^,0.0,True,False,True,True,True,
U{,0.0,True,False,False,True,False,
Ux,0.0,False,False,False,True,False,8298.0
U*,0.0,True,False,False,True,True,2.0
UJ,0.0,True,False,True,True,True,296.0
U[,0.0,True,False,False,True,False,
U6,0.0,True,False,True,True,True,
UP,0.0,True,False,False,True,False,
U|,0.0,True,False,False,True,False,
Uz,0.0,False,False,False,True,False,2081.0
UV,0.0,False,False,False,True,False,1.0
U_,0.0,True,False,False,True,True,
UT,0.0,False,False,False,True,False,3594.0
UR,0.0,False,False,False,True,False,
U%,0.0,False,False,False,True,True,
U?,0.0,True,False,False,True,False,
Uu,0.0,True,True,True,True,False,
Un,0.0,True,False,True,True,False,9970.0
UG,0.0,False,False,False,True,True,12.0
U},0.0,True,False,False,True,False,
U&,0.0,True,False,True,True,True,
UI,0.0,True,False,False,True,False,
UC,0.0,False,False,False,True,False,7.0
UB,0.0,False,False,False,True,False,
U2,0.0,False,False,False,True,True,
U8,0.0,True,False,False,True,True,
UA,0.0,False,False,False,True,True,33.0
Uj,0.0,True,False,True,True,True,969.0
Uy,0.0,True,False,True,True,False,125120.0
Ui,0.0,True,False,False,True,False,202455.0
Uc,0.0,False,False,False,True,False,112.0
Ud,0.0,False,False,False,True,True,4886.0
Uh,0.0,True,False,True,True,True,83.0
U#,0.0,False,False,False,True,True,
UZ,0.0,False,False,False,True,False,2.0
U9,0.0,True,False,False,True,True,
U@,0.0,False,False,False,True,True,5.0
Uv,0.0,False,False,False,True,False,255.0
U<,0.0,True,False,False,True,False,
Uq,0.0,False,False,False,True,False,1137.0
Uk,0.0,True,False,False,True,True,1178.0
US,0.0,False,False,False,True,True,56.0
U',0.0,True,False,False,True,True,
Ub,0.0,False,False,False,True,False,3766.0
UN,0.0,True,False,True,True,False,237.0
Ug,0.0,False,False,False,True,True,37.0
"U""",0.0,True,False,False,True,True,4.0
UM,0.0,True,False,True,True,False,
U=,0.0,True,False,False,True,True,
wK,0.0,False,False,False,True,True,8940.0
w(,0.0,False,False,False,True,True,43.0
w\,0.0,False,False,False,True,False,1.0
w+,0.0,False,False,False,True,True,23.0
w],0.0,False,False,False,True,False,10.0
wL,0.0,False,False,False,True,True,8.0
wU,0.0,False,False,False,True,False,67713.0
w`,0.0,True,False,False,True,True,
w1,0.0,True,False,False,True,True,
w),0.0,False,False,False,True,True,15.0
we,0.0,True,False,False,True,False,23065.0
ws,0.0,True,False,True,True,True,73231.0
w:,0.0,False,False,False,True,True,205.0
wD,0.0,True,False,False,True,True,7742.0
"w,",0.0,False,False,False,True,False,716.0
w3,0.0,True,False,False,True,True,
wl,0.0,False,False,False,True,True,73020.0
w7,0.0,False,False,False,True,True,
w!,0.0,True,False,False,True,True,318.0
wp,0.0,False,False,False,True,False,29356.0
w>,0.0,False,False,False,True,False,
w~,0.0,True,False,False,True,True,
wO,0.0,False,False,False,True,False,144.0
w5,0.0,True,False,False,True,True,
w0,0.0,False,False,False,True,True,
wr,0.0,True,False,False,True,False,308261.0
w4,0.0,True,False,False,True,True,
w-,0.0,False,False,False,True,True,521.0
wa,0.0,True,False,False,True,True,223215.0
w.,0.0,False,False,False,True,False,1013.0
wW,0.0,True,True,True,True,False,
wE,0.0,True,False,False,True,False,
w;,0.0,False,False,False,True,True,2.0
w/,0.0,False,False,False,True,False,56.0
wt,0.0,True,False,False,True,False,69001.0
wQ,0.0,True,False,False,True,False,
wF,0.0,True,False,False,True,True,
wm,0.0,False,False,False,True,False,77009.0
wf,0.0,True,False,False,True,True,18093.0
wX,0.0,True,False,True,True,False,102.0
wo,0.0,False,False,False,True,False,96557.0
wY,0.0,False,False,False,True,False,
wH,0.0,False,False,False,True,True,369.0
w$,0.0,True,False,False,True,True,83.0
w^,0.0,False,False,False,True,True,48.0
w{,0.0,False,False,False,True,False,
wx,0.0,True,False,True,True,False,40869.0
w*,0.0,False,False,False,True,True,26.0
wJ,0.0,False,False,False,True,True,5903.0
w[,0.0,False,False,False,True,False,20.0
w6,0.0,False,False,False,True,True,
wP,0.0,False,False,False,True,False,
w|,0.0,False,False,False,True,False,15.0
wz,0.0,True,False,False,True,False,20426.0
wV,0.0,True,False,False,True,False,2018.0
w_,0.0,False,False,False,True,True,
wT,0.0,True,False,False,True,False,25104.0
wR,0.0,True,False,False,True,False,15496.0
w%,0.0,True,False,False,True,True,84.0
w?,0.0,False,False,False,True,False,1.0
wu,0.0,False,False,False,True,False,20.0
wn,0.0,False,False,False,True,False,96177.0
