,SameHand,SameFinger,SameKey,Reach,Hurdle,Press_L_Little,Press_L_Ring,Press_L_Middle,Press_L_Index,Press_R_Little,Press_R_Ring,Press_R_Middle,Press_R_Index,Dist_L_Little,Dist_L_Ring,Dist_L_Middle,Dist_L_Index,Dist_R_Little,Dist_R_Ring,Dist_R_Middle,Dist_R_Index,Frequency,Keyboard
v?,0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,2.1287534527055074,2.1287534527055074,0.0,0.0,0.0,0,CRULP
vt,1,1,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.8490127219504573,0.0,0.0,0.0,0.0,18,CRULP
v6,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,4.916332194510744,0,CRULP
v$,1,1,0,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,6.09264358259653,4.913,0.0,0.0,0.0,0,CRULP
v[,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.1287534527055074,2.435524765252697,0.0,0.0,0.0,0,CRULP
v1,1,0,0,1,1,1,0,0,0,0,0,0,0,3.975162683964177,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,0.0,0,CRULP
vz,1,0,0,1,1,1,0,0,0,0,0,0,0,2.1287534527055074,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,0.0,6,CRULP
vm,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,2.1287534527055074,58,CRULP
vQ,1,0,0,1,1,1,0,0,0,1,0,0,0,1.9208170383762733,0.0,0.0,2.1287534527055074,4.913,0.0,0.0,0.0,0,CRULP
v},0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,2.1287534527055074,3.908723446592381,0.0,0.0,0.0,0,CRULP
va,1,0,0,0,0,1,0,0,0,0,0,0,0,0.038,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,0.0,778,CRULP
v`,1,0,0,1,1,1,0,0,0,0,0,0,0,4.916332194510744,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,0.0,0,CRULP
v|,0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,2.1287534527055074,6.05448776280647,0.0,0.0,0.0,0,CRULP
v!,1,0,0,1,1,1,0,0,0,1,0,0,0,3.975162683964177,0.0,0.0,2.1287534527055074,4.913,0.0,0.0,0.0,0,CRULP
vg,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.177933633585989,0.0,0.0,0.0,0.0,3,CRULP
v@,1,0,0,1,1,0,1,0,0,1,0,0,0,0.0,3.975162683964177,0.0,2.1287534527055074,4.913,0.0,0.0,0.0,0,CRULP
vN,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,2.139933633585989,0,CRULP
v/,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.1287534527055074,2.1287534527055074,0.0,0.0,0.0,0,CRULP
v*,0,0,0,1,0,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,2.1287534527055074,0.0,0.0,3.975162683964177,0.0,0,CRULP
v;,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.1287534527055074,0.038,0.0,0.0,0.0,0,CRULP
v),0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,2.1287534527055074,3.975162683964177,0.0,0.0,0.0,0,CRULP
v\,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.1287534527055074,6.05448776280647,0.0,0.0,0.0,0,CRULP
vw,1,0,0,1,1,0,1,0,0,0,0,0,0,0.0,1.9208170383762733,0.0,2.1287534527055074,0.0,0.0,0.0,0.0,460,CRULP
v>,0,0,0,1,0,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,2.1287534527055074,0.0,2.1287534527055074,0.0,0.0,0,CRULP
vO,0,0,0,1,0,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,2.1287534527055074,0.0,1.9208170383762733,0.0,0.0,0,CRULP
vH,0,0,0,0,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,1.913,1,CRULP
vU,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,1.9208170383762733,0,CRULP
vC,1,0,0,1,1,0,0,1,0,1,0,0,0,0.0,0.0,2.1287534527055074,2.1287534527055074,4.913,0.0,0.0,0.0,3,CRULP
vx,1,0,0,1,1,0,1,0,0,0,0,0,0,0.0,2.1287534527055074,0.0,2.1287534527055074,0.0,0.0,0.0,0.0,4,CRULP
vZ,1,0,0,1,1,1,0,0,0,1,0,0,0,2.1287534527055074,0.0,0.0,2.1287534527055074,4.913,0.0,0.0,0.0,0,CRULP
v5,1,1,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,5.68692683965849,0.0,0.0,0.0,0.0,0,CRULP
vM,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,2.1287534527055074,0,CRULP
vR,1,1,0,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,4.013162683964177,4.913,0.0,0.0,0.0,0,CRULP
vd,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.038,2.1287534527055074,0.0,0.0,0.0,0.0,8,CRULP
v-,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.1287534527055074,3.8110127219504575,0.0,0.0,0.0,0,CRULP
v%,1,1,0,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,5.68692683965849,4.913,0.0,0.0,0.0,0,CRULP
vo,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,2.1287534527055074,0.0,1.9208170383762733,0.0,0.0,108,CRULP
vu,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,1.9208170383762733,0,CRULP
v&,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,3.975162683964177,0,CRULP
vp,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.1287534527055074,1.9208170383762733,0.0,0.0,0.0,16,CRULP
v9,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,2.1287534527055074,0.0,3.9833295172900325,0.0,0.0,0,CRULP
vW,1,0,0,1,1,0,1,0,0,1,0,0,0,0.0,1.9208170383762733,0.0,2.1287534527055074,4.913,0.0,0.0,0.0,0,CRULP
v4,1,1,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,6.09264358259653,0.0,0.0,0.0,0.0,0,CRULP
v(,0,0,0,1,0,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,2.1287534527055074,0.0,3.9833295172900325,0.0,0.0,0,CRULP
vh,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,1.913,74,CRULP
vl,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,2.1287534527055074,0.0,0.038,0.0,0.0,288,CRULP
v~,1,0,0,1,1,1,0,0,0,1,0,0,0,4.916332194510744,0.0,0.0,2.1287534527055074,4.913,0.0,0.0,0.0,0,CRULP
v=,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.1287534527055074,4.265957544725349,0.0,0.0,0.0,0,CRULP
v.,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,2.1287534527055074,0.0,2.1287534527055074,0.0,0.0,0,CRULP
v<,0,0,0,1,0,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,2.1287534527055074,0.0,0.0,2.1287534527055074,0.0,0,CRULP
v:,0,0,0,0,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,2.1287534527055074,0.038,0.0,0.0,0.0,1,CRULP
v{,0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,2.1287534527055074,2.435524765252697,0.0,0.0,0.0,0,CRULP
vB,1,1,0,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1.951,4.913,0.0,0.0,0.0,0,CRULP
v8,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,3.975162683964177,0.0,0,CRULP
vD,1,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.038,2.1287534527055074,4.913,0.0,0.0,0.0,0,CRULP
v3,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,3.975162683964177,2.1287534527055074,0.0,0.0,0.0,0.0,0,CRULP
vc,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,2.1287534527055074,2.1287534527055074,0.0,0.0,0.0,0.0,1,CRULP
vJ,0,0,0,0,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,0.038,1,CRULP
vV,1,1,1,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.076,4.913,0.0,0.0,0.0,0,CRULP
v^,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,4.916332194510744,0,CRULP
vj,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,0.038,5,CRULP
v_,0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,2.1287534527055074,3.8110127219504575,0.0,0.0,0.0,0,CRULP
vK,0,0,0,0,0,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,2.1287534527055074,0.0,0.0,0.038,0.0,4,CRULP
v],0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.1287534527055074,3.908723446592381,0.0,0.0,0.0,0,CRULP
v#,1,0,0,1,1,0,0,1,0,1,0,0,0,0.0,0.0,3.975162683964177,2.1287534527055074,4.913,0.0,0.0,0.0,1,CRULP
vI,0,0,0,1,0,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,2.1287534527055074,0.0,0.0,1.9208170383762733,0.0,0,CRULP
vE,1,0,0,1,1,0,0,1,0,1,0,0,0,0.0,0.0,1.9208170383762733,2.1287534527055074,4.913,0.0,0.0,0.0,0,CRULP
vF,1,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2.1667534527055072,4.913,0.0,0.0,0.0,0,CRULP
v+,0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,2.1287534527055074,4.265957544725349,0.0,0.0,0.0,0,CRULP
vk,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,0.038,0.0,53,CRULP
ve,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,1.9208170383762733,2.1287534527055074,0.0,0.0,0.0,0.0,42,CRULP
Xv,1,0,0,1,1,0,0,0,1,0,0,0,0,0.0,2.1287534527055074,0.0,2.1287534527055074,4.913,0.0,0.0,0.0,0,CRULP
XX,1,1,1,1,1,0,1,0,0,0,0,0,0,0.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
XG,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,2.1287534527055074,0.0,1.913,0.0,0.0,0.0,0.0,0,CRULP
XA,1,0,0,0,0,1,0,0,0,0,0,0,0,0.038,2.1287534527055074,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
Xn,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,2.139933633585989,25,CRULP
X2,1,1,0,1,1,0,1,0,0,0,0,0,0,0.0,6.09264358259653,0.0,0.0,4.913,0.0,0.0,0.0,0,CRULP
XT,1,0,0,1,1,0,0,0,1,0,0,0,0,0.0,2.1287534527055074,0.0,2.435524765252697,0.0,0.0,0.0,0.0,0,CRULP
Xy,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,2.9316352569043667,0,CRULP
XY,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,2.9316352569043667,0,CRULP
XL,0,0,0,0,0,1,0,0,0,0,1,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,4.913,0.038,0.0,0.0,0,CRULP
Xs,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,2.1667534527055072,0.0,0.0,4.913,0.0,0.0,0.0,0,CRULP
X',0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2.1287534527055074,0.0,0.0,6.8260000000000005,0.0,0.0,0.0,0,CRULP
Xf,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,2.1287534527055074,0.0,0.038,4.913,0.0,0.0,0.0,0,CRULP
Xb,1,0,0,1,1,0,0,0,1,0,0,0,0,0.0,2.1287534527055074,0.0,3.4078108255508943,4.913,0.0,0.0,0.0,0,CRULP
XS,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,2.1667534527055072,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
Xq,1,0,0,1,1,1,0,0,0,0,0,0,0,1.9208170383762733,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,0.0,0,CRULP
Xr,1,0,0,1,1,0,0,0,1,0,0,0,0,0.0,2.1287534527055074,0.0,1.9208170383762733,4.913,0.0,0.0,0.0,1,CRULP
X0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,2.1287534527055074,0.0,0.0,8.888162683964177,0.0,0.0,0.0,0,CRULP
XP,0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,6.8338170383762735,0.0,0.0,0.0,0,CRULP
"X""",0,0,0,0,0,1,0,0,0,1,0,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,6.8260000000000005,0.0,0.0,0.0,0,CRULP
Xi,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,2.1287534527055074,0.0,0.0,4.913,0.0,1.9208170383762733,0.0,0,CRULP
X7,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,3.975162683964177,0,CRULP
"X,",0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,2.1287534527055074,0.0,0.0,4.913,0.0,2.1287534527055074,0.0,0,CRULP
X?,0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,7.041753452705508,0.0,0.0,0.0,0,CRULP
Xt,1,0,0,1,1,0,0,0,1,0,0,0,0,0.0,2.1287534527055074,0.0,2.435524765252697,4.913,0.0,0.0,0.0,0,CRULP
X6,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,4.916332194510744,0,CRULP
X$,1,0,0,1,1,0,0,0,1,0,0,0,0,0.0,2.1287534527055074,0.0,3.975162683964177,0.0,0.0,0.0,0.0,0,CRULP
X[,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,2.1287534527055074,0.0,0.0,7.348524765252697,0.0,0.0,0.0,0,CRULP
X1,1,0,0,1,1,1,0,0,0,0,0,0,0,3.975162683964177,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,0.0,0,CRULP
Xz,1,0,0,1,1,1,0,0,0,0,0,0,0,2.1287534527055074,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,0.0,0,CRULP
Xm,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,2.1287534527055074,0,CRULP
XQ,1,0,0,1,1,1,0,0,0,0,0,0,0,1.9208170383762733,2.1287534527055074,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
X},0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,8.821723446592381,0.0,0.0,0.0,0,CRULP
Xa,1,0,0,0,0,1,0,0,0,0,0,0,0,0.038,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,0.0,9,CRULP
X`,1,0,0,1,1,1,0,0,0,0,0,0,0,4.916332194510744,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,0.0,0,CRULP
X|,0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,10.96748776280647,0.0,0.0,0.0,0,CRULP
X!,1,0,0,1,1,1,0,0,0,0,0,0,0,3.975162683964177,2.1287534527055074,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
Xg,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,2.1287534527055074,0.0,1.913,4.913,0.0,0.0,0.0,0,CRULP
X@,1,1,0,1,1,0,1,0,0,0,0,0,0,0.0,6.09264358259653,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
XN,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,2.139933633585989,0,CRULP
X/,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,2.1287534527055074,0.0,0.0,7.041753452705508,0.0,0.0,0.0,0,CRULP
X*,0,0,0,1,0,1,0,0,0,0,0,1,0,2.81615136376692,2.1287534527055074,0.0,0.0,4.913,0.0,3.975162683964177,0.0,0,CRULP
X;,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2.1287534527055074,0.0,0.0,4.9510000000000005,0.0,0.0,0.0,0,CRULP
X),0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,8.888162683964177,0.0,0.0,0.0,0,CRULP
X\,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,2.1287534527055074,0.0,0.0,10.96748776280647,0.0,0.0,0.0,0,CRULP
Xw,1,1,0,1,1,0,1,0,0,0,0,0,0,0.0,4.013162683964177,0.0,0.0,4.913,0.0,0.0,0.0,7,CRULP
X>,0,0,0,1,0,1,0,0,0,0,1,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,4.913,2.1287534527055074,0.0,0.0,0,CRULP
XO,0,0,0,1,0,1,0,0,0,0,1,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,4.913,1.9208170383762733,0.0,0.0,0,CRULP
XH,0,0,0,0,0,1,0,0,0,0,0,0,1,2.81615136376692,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,1.913,0,CRULP
XU,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,1.9208170383762733,0,CRULP
XC,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0,2.1287534527055074,2.1287534527055074,0.0,0.0,0.0,0.0,0.0,0,CRULP
Xx,1,1,1,1,1,0,1,0,0,0,0,0,0,0.0,0.076,0.0,0.0,4.913,0.0,0.0,0.0,0,CRULP
XZ,1,0,0,1,1,1,0,0,0,0,0,0,0,2.1287534527055074,2.1287534527055074,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
X5,1,0,0,1,1,0,0,0,1,0,0,0,0,0.0,2.1287534527055074,0.0,3.80711793394688,4.913,0.0,0.0,0.0,0,CRULP
XM,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,2.1287534527055074,0,CRULP
XR,1,0,0,1,1,0,0,0,1,0,0,0,0,0.0,2.1287534527055074,0.0,1.9208170383762733,0.0,0.0,0.0,0.0,0,CRULP
Xd,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.1287534527055074,0.038,0.0,4.913,0.0,0.0,0.0,2,CRULP
X-,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,2.1287534527055074,0.0,0.0,8.724012721950459,0.0,0.0,0.0,0,CRULP
X%,1,0,0,1,1,0,0,0,1,0,0,0,0,0.0,2.1287534527055074,0.0,3.80711793394688,0.0,0.0,0.0,0.0,0,CRULP
Xo,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,2.1287534527055074,0.0,0.0,4.913,1.9208170383762733,0.0,0.0,1,CRULP
Xu,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,1.9208170383762733,0,CRULP
X&,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,3.975162683964177,0,CRULP
Xp,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,2.1287534527055074,0.0,0.0,6.8338170383762735,0.0,0.0,0.0,0,CRULP
X9,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,2.1287534527055074,0.0,0.0,4.913,3.9833295172900325,0.0,0.0,0,CRULP
XW,1,1,0,1,1,0,1,0,0,0,0,0,0,0.0,4.013162683964177,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
X4,1,0,0,1,1,0,0,0,1,0,0,0,0,0.0,2.1287534527055074,0.0,3.975162683964177,4.913,0.0,0.0,0.0,0,CRULP
X(,0,0,0,1,0,1,0,0,0,0,1,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,4.913,3.9833295172900325,0.0,0.0,0,CRULP
Xh,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,1.913,0,CRULP
Xl,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,2.1287534527055074,0.0,0.0,4.913,0.038,0.0,0.0,0,CRULP
X~,1,0,0,1,1,1,0,0,0,0,0,0,0,4.916332194510744,2.1287534527055074,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
X=,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,2.1287534527055074,0.0,0.0,9.17895754472535,0.0,0.0,0.0,0,CRULP
X.,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,2.1287534527055074,0.0,0.0,4.913,2.1287534527055074,0.0,0.0,0,CRULP
X<,0,0,0,1,0,1,0,0,0,0,0,1,0,2.81615136376692,2.1287534527055074,0.0,0.0,4.913,0.0,2.1287534527055074,0.0,0,CRULP
X:,0,0,0,0,0,1,0,0,0,1,0,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,4.9510000000000005,0.0,0.0,0.0,0,CRULP
X{,0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,7.348524765252697,0.0,0.0,0.0,0,CRULP
XB,1,0,0,1,1,0,0,0,1,0,0,0,0,0.0,2.1287534527055074,0.0,3.4078108255508943,0.0,0.0,0.0,0.0,0,CRULP
X8,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,2.1287534527055074,0.0,0.0,4.913,0.0,3.975162683964177,0.0,0,CRULP
XD,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.1287534527055074,0.038,0.0,0.0,0.0,0.0,0.0,0,CRULP
X3,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0,2.1287534527055074,3.975162683964177,0.0,4.913,0.0,0.0,0.0,0,CRULP
Xc,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0,2.1287534527055074,2.1287534527055074,0.0,4.913,0.0,0.0,0.0,0,CRULP
XJ,0,0,0,0,0,1,0,0,0,0,0,0,1,2.81615136376692,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,0.038,0,CRULP
XV,1,0,0,1,1,0,0,0,1,0,0,0,0,0.0,2.1287534527055074,0.0,2.1287534527055074,0.0,0.0,0.0,0.0,0,CRULP
