,SameHand,SameFinger,SameKey,Reach,Hurdle,Press_L_Little,Press_L_Ring,Press_L_Middle,Press_L_Index,Press_R_Little,Press_R_Ring,Press_R_Middle,Press_R_Index,Dist_L_Little,Dist_L_Ring,Dist_L_Middle,Dist_L_Index,Dist_R_Little,Dist_R_Ring,Dist_R_Middle,Dist_R_Index,Frequency,Keyboard
"s""",0,0,0,0,0,1,0,0,0,1,0,0,0,2.81615136376692,0.038,0.0,0.0,1.913,0.0,0.0,0.0,489,CRULP
si,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.038,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,109352,CRULP
sn,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.038,0.0,0.0,0.0,0.0,0.0,2.139933633585989,48503,CRULP
s],0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.038,0.0,0.0,3.908723446592381,0.0,0.0,0.0,9,CRULP
s6,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.038,0.0,0.0,0.0,0.0,0.0,4.916332194510744,0,CRULP
sK,0,0,0,0,0,1,0,0,0,0,0,1,0,2.81615136376692,0.038,0.0,0.0,0.0,0.0,0.038,0.0,5714,CRULP
sb,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.038,0.0,3.4078108255508943,0.0,0.0,0.0,0.0,45384,CRULP
sW,1,1,0,1,0,0,1,0,0,1,0,0,0,0.0,1.9588170383762733,0.0,0.0,4.913,0.0,0.0,0.0,0,CRULP
sI,0,0,0,1,0,1,0,0,0,0,0,1,0,2.81615136376692,0.038,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,0,CRULP
sO,0,0,0,1,0,1,0,0,0,0,1,0,0,2.81615136376692,0.038,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,8,CRULP
sy,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.038,0.0,0.0,0.0,0.0,0.0,2.9316352569043667,220988,CRULP
sY,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,0.038,0.0,0.0,0.0,0.0,0.0,2.9316352569043667,0,CRULP
sJ,0,0,0,0,0,1,0,0,0,0,0,0,1,2.81615136376692,0.038,0.0,0.0,0.0,0.0,0.0,0.038,305,CRULP
sj,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.038,7921,CRULP
sV,1,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.038,0.0,2.1287534527055074,4.913,0.0,0.0,0.0,84,CRULP
s=,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.038,0.0,0.0,4.265957544725349,0.0,0.0,0.0,1,CRULP
s2,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0,4.013162683964177,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
/s,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.038,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,178,CRULP
//,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.076,0.0,0.0,0.0,270,CRULP
/&,1,0,0,1,1,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,3.975162683964177,24,CRULP
/h,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,1.913,17,CRULP
/k,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.1287534527055074,0.0,0.038,0.0,121,CRULP
"/,",1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.1287534527055074,0.0,2.1287534527055074,0.0,0,CRULP
/c,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,2.1287534527055074,0.0,2.1287534527055074,0.0,0.0,0.0,36,CRULP
/f,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.038,2.1287534527055074,0.0,0.0,0.0,68,CRULP
/9,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2.1287534527055074,3.9833295172900325,0.0,0.0,0,CRULP
/<,1,0,0,1,0,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,2.1287534527055074,0.0,2.1287534527055074,0.0,0,CRULP
/l,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2.1287534527055074,0.038,0.0,0.0,51,CRULP
/m,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,2.1287534527055074,186,CRULP
/H,1,0,0,0,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,1.913,0,CRULP
/{,1,1,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,3.8490127219504573,0.0,0.0,0.0,0,CRULP
/e,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,1.9208170383762733,0.0,2.1287534527055074,0.0,0.0,0.0,34,CRULP
/`,0,0,0,1,0,1,0,0,0,0,0,0,0,4.916332194510744,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,0,CRULP
/(,1,0,0,1,1,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,2.1287534527055074,3.9833295172900325,0.0,0.0,14,CRULP
/[,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.8490127219504573,0.0,0.0,0.0,0,CRULP
/#,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,3.975162683964177,0.0,7.041753452705508,0.0,0.0,0.0,54,CRULP
/+,1,1,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,5.778247363978522,0.0,0.0,0.0,0,CRULP
/?,1,1,1,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0,CRULP
/-,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,5.68542287584026,0.0,0.0,0.0,0,CRULP
/x,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,2.1287534527055074,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,45,CRULP
/',1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2.177933633585989,0.0,0.0,0.0,0,CRULP
/t,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.435524765252697,2.1287534527055074,0.0,0.0,0.0,83,CRULP
/\,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,6.151822989521667,0.0,0.0,0.0,0,CRULP
/q,0,0,0,1,0,1,0,0,0,0,0,0,0,1.9208170383762733,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,13,CRULP
/;,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2.1667534527055072,0.0,0.0,0.0,0,CRULP
/^,1,0,0,1,1,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,4.916332194510744,43,CRULP
/g,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.913,2.1287534527055074,0.0,0.0,0.0,24,CRULP
/T,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2.435524765252697,7.041753452705508,0.0,0.0,0.0,20,CRULP
/p,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.013162683964177,0.0,0.0,0.0,68,CRULP
/X,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,2.1287534527055074,0.0,0.0,7.041753452705508,0.0,0.0,0.0,0,CRULP
/L,1,0,0,0,0,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,2.1287534527055074,0.038,0.0,0.0,1,CRULP
/4,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.975162683964177,2.1287534527055074,0.0,0.0,0.0,0,CRULP
/d,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.038,0.0,2.1287534527055074,0.0,0.0,0.0,88,CRULP
/},1,1,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,4.548275707064582,0.0,0.0,0.0,0,CRULP
/w,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,1.9208170383762733,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,31,CRULP
/0,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,6.09264358259653,0.0,0.0,0.0,0,CRULP
/1,0,0,0,1,0,1,0,0,0,0,0,0,0,3.975162683964177,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,0,CRULP
/Q,0,0,0,1,0,1,0,0,0,1,0,0,0,1.9208170383762733,0.0,0.0,0.0,7.041753452705508,0.0,0.0,0.0,0,CRULP
/u,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,1.9208170383762733,0,CRULP
/v,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.1287534527055074,2.1287534527055074,0.0,0.0,0.0,6,CRULP
/$,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,3.975162683964177,7.041753452705508,0.0,0.0,0.0,36,CRULP
/%,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,3.80711793394688,7.041753452705508,0.0,0.0,0.0,30,CRULP
/P,1,1,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,4.013162683964177,0.0,0.0,0.0,0,CRULP
/.,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2.1287534527055074,2.1287534527055074,0.0,0.0,3,CRULP
/F,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.038,7.041753452705508,0.0,0.0,0.0,0,CRULP
/Z,0,0,0,1,0,1,0,0,0,1,0,0,0,2.1287534527055074,0.0,0.0,0.0,7.041753452705508,0.0,0.0,0.0,8,CRULP
/z,0,0,0,1,0,1,0,0,0,0,0,0,0,2.1287534527055074,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,19,CRULP
/_,1,1,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,5.68542287584026,0.0,0.0,0.0,0,CRULP
/D,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.038,0.0,7.041753452705508,0.0,0.0,0.0,20,CRULP
/B,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,3.4078108255508943,7.041753452705508,0.0,0.0,0.0,0,CRULP
/S,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.038,0.0,0.0,7.041753452705508,0.0,0.0,0.0,10,CRULP
/:,1,1,0,0,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,2.1667534527055072,0.0,0.0,0.0,1,CRULP
/*,1,0,0,1,1,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,2.1287534527055074,0.0,3.975162683964177,0.0,32,CRULP
/C,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,2.1287534527055074,0.0,7.041753452705508,0.0,0.0,0.0,1,CRULP
/>,1,0,0,1,0,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,2.1287534527055074,2.1287534527055074,0.0,0.0,0,CRULP
/3,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,3.975162683964177,0.0,2.1287534527055074,0.0,0.0,0.0,0,CRULP
/A,0,0,0,0,0,1,0,0,0,1,0,0,0,0.038,0.0,0.0,0.0,7.041753452705508,0.0,0.0,0.0,30,CRULP
/a,0,0,0,0,0,1,0,0,0,0,0,0,0,0.038,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,240,CRULP
/5,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.80711793394688,2.1287534527055074,0.0,0.0,0.0,0,CRULP
/E,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,1.9208170383762733,0.0,7.041753452705508,0.0,0.0,0.0,0,CRULP
/G,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1.913,7.041753452705508,0.0,0.0,0.0,12,CRULP
/7,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,3.975162683964177,0,CRULP
/o,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2.1287534527055074,1.9208170383762733,0.0,0.0,37,CRULP
/),1,1,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,6.09264358259653,0.0,0.0,0.0,9,CRULP
/R,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1.9208170383762733,7.041753452705508,0.0,0.0,0.0,0,CRULP
/N,1,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,2.139933633585989,0,CRULP
/8,1,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.1287534527055074,0.0,3.975162683964177,0.0,0,CRULP
/!,0,0,0,1,0,1,0,0,0,1,0,0,0,3.975162683964177,0.0,0.0,0.0,7.041753452705508,0.0,0.0,0.0,129,CRULP
/U,1,0,0,1,1,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,1.9208170383762733,0,CRULP
/~,0,0,0,1,0,1,0,0,0,1,0,0,0,4.916332194510744,0.0,0.0,0.0,7.041753452705508,0.0,0.0,0.0,0,CRULP
/@,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,3.975162683964177,0.0,0.0,7.041753452705508,0.0,0.0,0.0,130,CRULP
/|,1,1,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,6.151822989521667,0.0,0.0,0.0,0,CRULP
/M,1,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,2.1287534527055074,0,CRULP
/r,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.9208170383762733,2.1287534527055074,0.0,0.0,0.0,62,CRULP
"/""",1,1,0,0,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,2.177933633585989,0.0,0.0,0.0,6,CRULP
/i,1,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.1287534527055074,0.0,1.9208170383762733,0.0,44,CRULP
/n,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,2.139933633585989,85,CRULP
/],1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.548275707064582,0.0,0.0,0.0,0,CRULP
/6,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,4.916332194510744,0,CRULP
/K,1,0,0,0,0,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,2.1287534527055074,0.0,0.038,0.0,25,CRULP
/b,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.4078108255508943,2.1287534527055074,0.0,0.0,0.0,94,CRULP
/W,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,1.9208170383762733,0.0,0.0,7.041753452705508,0.0,0.0,0.0,0,CRULP
/I,1,0,0,1,1,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,2.1287534527055074,0.0,1.9208170383762733,0.0,0,CRULP
/O,1,0,0,1,1,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,2.1287534527055074,1.9208170383762733,0.0,0.0,0,CRULP
/y,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,2.9316352569043667,0,CRULP
